sender,volume,transfers,avg_value
TCGcwFQG69QgjeQSvhhxom6mXbkp9Dekrn,109.0,1,109.0
TSFKcxKBJgiA6KGaQUbisa5xBXYp5PpkKp,109.0,1,109.0
TFybaqGWbGrvmdnAHbr9qCTuxWh6JcaHUS,109.0,1,109.0
TSCecpKRzfY2duLYozApiEmNCDMYizqPVa,109.0,1,109.0
TYw5czABUcbdQLnKM86VjfZcYYunzeYcBu,109.0,1,109.0
TBFvqEFexyGeQ8e6i8y6N26VQXgSxKdmwj,108.91,1,108.91
TDK8wWZfXcvrxrQw2VrVwYugybKDXdESMq,108.739369,1,108.739369
TY7F4TPvJQ9xnU7c3QqiFMqy2k76Pzy4xn,108.704053,1,108.704053
TBKveGpcG93sNuDeFt7QbVkAujqJiqUynA,108.7,1,108.7
TD41dJsqw7ry5ZNNZ9jCFZr8CRXBfBM3DT,108.5522,1,108.5522
TPBxVb4AjEW2zRk96i1wiZ18hpz4hWWEZQ,108.475292,1,108.475292
TDZ4eUQ9ojUzGc7XJf1Nbx18AVmqvmgxet,108.4,1,108.4
TXZG6cdwTymGU2cP4Pb76HDvuDHdZhGEVb,108.4,1,108.4
TGoHXzB12PBGS6v8Y3cdPXrUSvWCLtSn3v,108.392241,1,108.392241
TYbNFFXt2PRtRA83jWZcWNoKdDb55ASusX,108.19989,1,108.19989
TZ7cdp1rvNWcRr8BQzorwsonM7tX8KZwHa,108.093425,1,108.093425
TZ5yfS2ZS19s3JcACecEbRRHqpyAftgzfE,108.089941,1,108.089941
TNjU5Uz8AKV1j95Np3SrkAo1rnMhQdXAiN,108.0,1,108.0
TURBV37i1ZA1HBhZxhnWBDVD5J6y9Y27CS,108.0,3,36.0
TB1dqEZawsUmSRf3pFoBV88JxdQyRj2PKf,108.0,1,108.0
TRY2JPKpGyDeVkRjoTr6Tct47pofwcXP3M,108.0,1,108.0
TDRy8MsJhC5jLo4PXJgg7rmRrDCw1CCAvF,108.0,1,108.0
TVePEWeMLwBSDTP86t4fhGYh1zfUkretj1,108.0,1,108.0
TWc5s5d52pM4PhqnYRAxRnjiZBwetfgLko,108.0,1,108.0
TTicbRHwjtxkT81dRq9EZrDhZMmU1YHo5Z,108.0,1,108.0
TY4F66d571mFcwfQaYnqSjXhBTiyvXK96H,108.0,1,108.0
TPrGW7BRfum9x1X4hQw2NCGf6SeqszSrQZ,108.0,1,108.0
TVDyd5kLCKduQYRWLUxMfcVXreKb9eu8r5,108.0,1,108.0
TTiZTK5vi4cKggTiRn2PcyjijhWSpjYbAo,108.0,1,108.0
TULggoc1D1sHu4ehDk12nsN7ZoXiYVc8vK,108.0,1,108.0
TFtarBzYX5h9xpC2LmTCVWAkTLQoFbGqGt,108.0,1,108.0
TBFxN59749h5jQBJudS8i8p5EiGBhRAnJZ,108.0,1,108.0
TEC5cPAxTGP7mjeoT4aCzFu9BSFAj7p3yb,108.0,1,108.0
TM3cf1sYhENp9BiG1wksrjRUHrcvwWdjJM,107.97,1,107.97
TJEZF6DUcTKXqmN6uwhd1ctLk6d9UdTWxG,107.8365,1,107.8365
TTsP16XLvyDuBq1Y6TwtrnY5rfeEX2Hwa4,107.77,1,107.77
TUuoSd6ZkQaTpKGqjhkY58gJ73mkdid2LU,107.7508,1,107.7508
TXcxXShfwykbY6bbGavUXK6pooyvBZ1HZK,107.7,1,107.7
TLZw6AbJJotELyGHJQKVEETM278haJEsPc,107.57,1,107.57
TG2mZk1jReJt6GKHCXRGwjnf8qXAu5KcLb,107.532975,1,107.532975
TTQGqC873dogmazETAAHbobDXYp4QKP2pi,107.50116,1,107.50116
TRndpMTCmxUWuCGLrkq1QwNqieqhSmkBWe,107.29374,1,107.29374
TQSByi6sFM9SjEdF21LB8Ujy3fQCbbpMez,107.281767,1,107.281767
TGmq1MtNAkr7cZxmNpGy6b3b3XyK6n5Vkg,107.213831,1,107.213831
TYLnrvwTdzVPVWA1AiP2WHjX2ZmBJr4keW,107.184047,1,107.184047
TGzr1THmsMoT14WoXSMx8SHQF2pUmeVMkr,107.119761,1,107.119761
TSwTR7h5LouuB4RxBVB5dABQ3qamnWzCko,107.07,1,107.07
TEJnLempbP27wzmnxWvdykGeEF2gPbHrnN,107.07,1,107.07
TZCbPuKcYFth5C2X5uQRHHgVk4wqFUHafx,107.06,1,107.06
TRv5ShQo6XS9Fixhm1zVSyq2JJ8DgMzkWp,107.0,1,107.0
TYBHucRunNBvjCLFFZ75fjTPzdJQoEvPak,107.0,1,107.0
TXqeQryQ1y1245vfZg624sXaTqdT4BUzzi,107.0,1,107.0
TWAmm3QKs5dSuuyQyLCyZ6ch6hrechpLtN,107.0,1,107.0
TV8C79vnCTfXJPgC6WDQu2khJpHzbcChjo,107.0,1,107.0
TE6MtQA7gQj7yyYruCqzfPxmpYpDyYuV45,107.0,4,26.75
TPZhNK9pSZHGEKXFdpKSsPeRXVWpzzLEr6,107.0,1,107.0
TFLkZZpnCmNNbfchytwRNpozq11CCytEaH,107.0,1,107.0
TAGqT5Zq65FBv7jHcgis1hqNbp5XiwCDqo,107.0,1,107.0
TBuMf1U3JmhcYyJFdxx3meMbwBnHKdYGe4,107.0,1,107.0
TUNZGdCLVPG58cXSv2MPTfWqAPahTGBy6c,107.0,1,107.0
TXzwyqnVcnikeKeUwgLqZ7jKhYPcuMQRqd,107.0,1,107.0
TBiej8jk8PTeb5BR9LPZtTmREDdgguHHPX,106.94,1,106.94
TNgWp6ngZLnUkHZB7T19znG27a9ngsyMUb,106.933734,1,106.933734
TQfLXZtd59nY9Praz45YvnBTfdLPtR6hui,106.9,1,106.9
TUFGxeDiytoLBgqZCqy9MrUxpHaPmSU4q1,106.869099,1,106.869099
TABLDLT1oGYhMmqoXhxBHZVm9aAW7E1ePw,106.86,1,106.86
TQ2kUHtcqy52aS7EmHTwYQMThKcr9jnkJ5,106.79,1,106.79
TRDQ2fDDttgLStpCPBygXsqV8zGhLAL3oi,106.77,1,106.77
TR2RhCgMLBrM392h1dVMFa2Uon2SjbPsFR,106.77,1,106.77
TPcm1TxaLfsXrmqCycDdfAvEZLg1A4ZCRd,106.7,1,106.7
TTv5i82VtEHvfWBcgrnftdGDdSuJWFb3NB,106.7,1,106.7
TM4LQizPyP5Sx3PuhVdvaNvSK6UjGRUGeQ,106.69,1,106.69
TAniSMmakSvv8D6aCMUZkMcmXmrmax5vdn,106.552905,1,106.552905
TErBBZV3SqVW1yHYga2HMsWBx3u9fNCzJ7,106.401014,1,106.401014
TNZqiRryNpnfCCkqCtzAMhnNtv7CjBMZ6h,106.4,1,106.4
TXNNS9KwJboXS7GCqeu3TtEyYNTNMhoYDh,106.4,1,106.4
TDtgy3dEauAP798RiFwfCNQHLfvtUL37Pq,106.4,1,106.4
TQrzMz1EKzbXdC4UkHRqKMAqqZHxHU8vEj,106.1998,2,53.0999
TTNSxtgHL3LV5UtbJazTFYkJ6TGy3t5TQL,106.04148,1,106.04148
TJc3u2fXoLxVLsuysq2FxLmdKAvmMQJEAA,106.028907,1,106.028907
TNAv827TDsrCa6kQjd6mAqhmtKR9mhENUM,106.00156,1,106.00156
TG5VKQHb3XR7H81dXUdwDieF1z7DUh2zCJ,106.000662,1,106.000662
TWkohQ9AexWidNwhGYLyaDCJoCKJqbjyqN,106.0,1,106.0
TZCjE3o2fRpzoyJwdTYjzdDso4hztoZMxn,106.0,1,106.0
TGCsguYmhDVQo5QbrUAWYBMFNzYRGCJDfp,106.0,1,106.0
TQeP1gG2X7wmDB4mtZ1bpX8CVcd19FrQMH,106.0,1,106.0
TKPtosjaPhAzqrNBDk5RnuWDPBLP3WKVDP,106.0,1,106.0
TLaM67aWskzVJ5PHgbL49eFMiaFtZ3MrNC,105.98685,1,105.98685
TMaY2eBGiUYfaiVrufYEb4gjaEjqVQp6ap,105.97,1,105.97
THDfDjtia4terB1mzNCVRuaJs4pWxXR7pT,105.96071,1,105.96071
TSnsNNC8xnxbn2DrQghWs56kM136NnTPN5,105.96,1,105.96
TTYe2TZm2Ha9M5J5T7LoG5kxwoQwy3gJ9b,105.932495,1,105.932495
TLSsWbG3gueY9SCZ3Zk9NpwsarFTmmFxFr,105.904547,1,105.904547
TTGvVZnqP9uuLyCAcriM2mXZ4XFwyao4sq,105.877125,1,105.877125
TEfS3ZtoQNQbQijRnduKHMsmySfs1R2xPF,105.82725,1,105.82725
THUeacQE8DwKWAEoZq3YrhXM4MwizUm2vD,105.817275,1,105.817275
TSnNbsCPjSrjFeDVWce5zKH9TesxH8Ra7N,105.797325,1,105.797325
TNx2nwZ3JuByiBUSFSP75d7JkUmmmq7SgY,105.797325,1,105.797325
TMrYBf8moxfniy8YX5W2Y5mhDhpcTZEdpZ,105.797325,1,105.797325
TSNa3RKCUvXxUKPxDErg9NF2jnQcPBe2oa,105.79575,1,105.79575
TPDGM7jBAfmvsDz54s5uSRDVSZk4XrDumg,105.691195,1,105.691195
TC9tyG3dTsciQNpgveanQDqZpRmXNuvW1C,105.689981,1,105.689981
TDWbuRv58R6XdYKXPM5YSy5HHyQahtmQt7,105.688644,1,105.688644
TA51tfpdpouUSw2SSYdHNehbBHGanKuPPk,105.653774,1,105.653774
TQfJreJDXsVtVcsf3cYYi9HCGZxgZgqhV3,105.59,1,105.59
TXoGrBZUA9abnV2SPeXR27ku3y3rJPfnaC,105.53867,1,105.53867
TNfG8idFothbpXpQcR4DAzPutYnY9dSjWM,105.51291,1,105.51291
TYbeyhXMiouebvAg4rKnUeBFBFNUHP9up3,105.51291,1,105.51291
TR7YaQQN3MKQyamGxPpaSFPEdsEHYPWUA4,105.5,1,105.5
TTDSgBvK5PSKxyUcLZ8mfzTxqY63SNW7JG,105.5,1,105.5
TPPhBVET7gZa3cVGmfNXxthhyKM2s1ZGZz,105.4874,1,105.4874
TSTuTnFSivMJbbfbz7TM2f7bLeLed7pyZk,105.443708,1,105.443708
TYZexPFoUCxaEX2UAkoHG9pXxqpNgLtw17,105.443006,1,105.443006
TYhxDmZn9KHotHNkUkvt7aFpkm5xuLV3mD,105.39,1,105.39
TWfDE9P2XG7fh64C3jV3p4SzaZh7prFEDx,105.387506,1,105.387506
TVDJfdpDYGvEc8nSVVs6ZCqqGEJgATF28W,105.38,1,105.38
TSrvfE8rCMG1vrfQQgHj7n7e3K2LJfAZWf,105.354316,1,105.354316
TJPG8wqJ2NXQb5oyhc6RJxz3kvEbZzzp5N,105.3501,1,105.3501
TV6JfWvrauucRtC5ivm5Y36riSsCArtFvw,105.337556,1,105.337556
TFspQbktFPU8nuFHni3ejzJZgVMehdXMv7,105.333206,1,105.333206
TJD5UAxhFngjWDg7ei9ugRDp7iHfUnkJgV,105.3173,1,105.3173
TLJSyyLCkVLr7s2JU9XGWMyWiZXjLfcp92,105.29002,4,26.322505
TGJXcPkRB6Zau4gNx2AYzaFFTqZmsJPY9r,105.28348,1,105.28348
THe97N5FXkuw29Eh1NPcK4vdVwftpea3dh,105.27406,1,105.27406
TY2PUpueuu9CyBGMzTPaAkVhM1JUgxtkXH,105.262116,1,105.262116
TCfYBoQP8eriEaic7EZCseQrWr73e9XPrc,105.25,1,105.25
TXRqbn8TFW2YND12RHNHvVCL6h9ZEQtEQP,105.2237,1,105.2237
TBHbyk7LYKhFZjJ4mVvzwr3QSXNquUj8Qc,105.200014,1,105.200014
TSkvs5Bsnsk68YRPyzFWifSgKdq5XRZeSu,105.163,1,105.163
TR8H5mogWPLyWGL2XrBQVVnMDactAxDEUi,105.14,1,105.14
TS3hvpmqPpMXHsrsvsYFpjnrfaUiPA2gmo,105.13,2,52.565
TVvMsGLcZygkwhA2gSJbX7utXSibJWHNjS,105.12,1,105.12
TPzVVvF9NwH95bCj3RQUvhfJNXjnnhs3wy,105.096898,1,105.096898
TJgJYzQavhEp7FoYDZnwj9sKPsNDqtVx5Z,105.082216,1,105.082216
TM88hJBCjYnHDYTqT8retqV7G2BC52Xbns,105.0211,1,105.0211
TFUfjjVAnCixpuHjVdtXehFccT2iKhTKFG,105.0,1,105.0
TNdFDCa6Kf9jiS9jywm3zPFrRgZn5uFnct,105.0,1,105.0
TL8WybEhwRKuvjwuGsBBd59a2AFCDSNVjk,105.0,1,105.0
TXrbXTLFToT1iAf3aySLeea18MjMnfCbyG,105.0,1,105.0
TQi46tghMUDJnHZsgkZDDSH6cbfm4NZz41,105.0,1,105.0
TRna2aBVBq89Lk3uBhvj4prdF9yswf3Jfi,105.0,1,105.0
TLQPFCiqE2DHsXYoKQDDsuyNoXDvEZvTfy,105.0,1,105.0
TDnncTodVVA6hFG2E891gPp1pMwZLbQ7iy,105.0,1,105.0
TEdpTcea1a7nEFKe4gZDVDfQYtXq1LDZAP,105.0,1,105.0
TRtcFKfVbJrD8AWryur719eN1t8SqSfipE,105.0,1,105.0
TM1cZEqXYsip3fgAk6F6axhJKpNBh1BF3N,105.0,1,105.0
TYqoHj5eW2zjb6RJJ9bJnShtJHophZ5BeB,105.0,1,105.0
TRvawKhFQ3zs7GY58X1A5zZVD6FxhYvXWJ,105.0,1,105.0
TG3ToxWv1qXkxn8VfEqHKDpxxG36gyPHug,105.0,1,105.0
TEYRtrwFPui4Z1hrj1xM4QWQbhTMcCre5p,105.0,1,105.0
TWDoZdHwwYzFXooNWrk5z3jrG6akTyGvgp,105.0,1,105.0
TDPeBx5qMsaXPUP8cJi2dbSE9ZN9k7Cp5w,105.0,1,105.0
TKG2ycvZyrZXZ1B86TD94a26MjaxsxKX9P,105.0,1,105.0
THzQ8pVK2tnycFjPF1QzDdHtxXfjhBYFoq,105.0,1,105.0
TYpT1TmqamtKzLmKKLzq4kt9kiczBmkxYX,105.0,1,105.0
TY2EzrLG545fW5xPLZyGvTCwtxkNjPMp8Z,105.0,1,105.0
TNyPWJEFczW5byJSE5iU95BccFTcHihge3,105.0,1,105.0
TWEw5WZpaEq4vE2FNqFNH6qo9xcou8HvnD,105.0,1,105.0
TD4QJH1tFcgJXKMeJg32C38yva82jt6FxM,105.0,1,105.0
TMisRrkAU9KYub5CKJS4BAmyZXd8CvA1Js,105.0,1,105.0
TA8XhSvCbTG8Dnd3gtbbAEew7d9eyuZFNz,105.0,1,105.0
TMvZJmqkwqMVwT9CTKXHbAGZ1xkzbJvYNs,104.9999,1,104.9999
TUsnH6E5B63MM8aj1GerK1bkbvCUTBHdqv,104.9999,1,104.9999
TP6Sc19HfCG5fJBcqLtC1aAFaacYMh3e1X,104.96,1,104.96
TN9BgwUST1Ldx7USNWySMdUVpDobzY8WVs,104.96,1,104.96
TTuviEDVxpujJMMBKKcgeJn37pPLKsssXF,104.94,1,104.94
TDwNZzDMpgyLCU92V4t88YDrHUxztKJZnH,104.936598,1,104.936598
TCvatbSR1Xu3WsF5geHZQankZVdnE6JDMf,104.936598,1,104.936598
TDWWmoJDf8KnEMB3d7CZCYgSTBdiv36hTg,104.913543,1,104.913543
TGNwdxwG5TQmKkdW95VG1LNUHQXTtwwM3a,104.902064,2,52.451032
TGPUqENzr9n51mfuPhmxir7k9SG6W4CCr7,104.891267,1,104.891267
TGGEDMrT7UvCs9LPvshs4u5j92WSNJ1qoY,104.79,1,104.79
TRokFFPPuHsXPKGVCRecC2gm9Y187m966f,104.766626,1,104.766626
TNnihNiPL2QTP74DnXarUsKJVGvHgr4bZi,104.766216,1,104.766216
TWEC5h6cQYNZexwKy8jkmKmdE9AUU9oxiq,104.764186,1,104.764186
TDGYTMR7BdbKeG7XK4Q9NtApVj5b3LG8XS,104.75999999999999,4,26.189999999999998
TBKuVqPUsv2abjfPYMQNaedEEpzbpbqGHi,104.752969,1,104.752969
TNsUuRaUH6dUjpuy8jQsoRZ2X3FeQ7cegX,104.75,1,104.75
TYc83L5aTFF8nm8enU5SQGEmcVaYH8JYVt,104.666,1,104.666
TC5wNLd6xdQyy2kkLYy4cPR7J5oEaVZfcJ,104.541,1,104.541
TBUueDxqutNGGvWrTF4zX3FxbLPtTkKC3v,104.54,2,52.27
TRq4dKvZTq3wRQ7rACs4hU7noy39ayLmqk,104.513025,1,104.513025
TXh6W6uyrK7Njw2CbjPdvUboDPyTvPWQcs,104.5,1,104.5
THiYbQRnNEZHKkqLVMbX4JPGJaxSp7zcsT,104.4675,1,104.4675
TVeoKcKhM8sKQYPemwRNhJfqSN9VdM34ZF,104.4,1,104.4
TWiwraQR7iABmUa7U3B3LJkkdEz4movXvh,104.307152,1,104.307152
TFvexesu2wAAkrtFpJ3pxZbjJGARdLs2eK,104.3,1,104.3
TS6VMf6nrMwea9ZUWjwHJ9Ps86XCHwbKtK,104.268043,1,104.268043
TNTVnyqprgWtnnVxHEFFJi39nn3yhreYFL,104.268043,1,104.268043
TNtq7zxv9W8Gn6ViF4TkBKZt3DBPFAENTD,104.268043,1,104.268043
TRbQysMZpT9vRMcq4kGSXGPEfAnCeMqMsr,104.21,1,104.21
TKa5sK4ZeRzUh7dcftPFLdnq3iLpaQn5NL,104.170851,1,104.170851
TE7doSM3bJUJS8aNC3drACVEV4kJexL7UN,104.141475,1,104.141475
TXYAY7uGGQxL7JvCfBPr7Yiv78hizuLWvD,104.133015,1,104.133015
TP82jjgYspb6TWZEXWqDFSPNd6WgALfjLR,104.1,1,104.1
TV2NCyw5c5g7UwyrWUUAfkEBd9v6xduBsE,104.097996,1,104.097996
TQHU2rmXg4Yp5MHoxKkzikHhwDW4kYw1SX,104.094621,1,104.094621
TMck9wemSo4r8tEd8VMk9sVLYkFgghJaes,104.0,1,104.0
TLKd6vQfCc2rY3euwqnzXstBK13K5aBAFk,104.0,1,104.0
TKfUKtEWsgEhFDxUiWx1w2ChMD4AsFY3VV,104.0,1,104.0
TEk8EX16CPKeK6vSMXn7K6GdMYc7ySA9cw,104.0,1,104.0
TNfAJpZq2ArERinVU9Eiv2G5uZQxN9UAAN,104.0,1,104.0
TXPRZtGPmGT4GfZXgZ5mxoyNexgRJaVQDV,104.0,2,52.0
TUjFPvCYoKfdHGVng4yaNXjcSiYEJB1pKh,104.0,1,104.0
TLKVVjPLQTrGM8n6rZiVkRTnZsrfpCFYyJ,104.0,1,104.0
TBiEWe28n1ECaHANbDBpJmbro617CeUjKE,104.0,1,104.0
THJ5M4mkEWEJCurAz12ws6GmtrK2SnDDK5,104.0,1,104.0
TSyvpcwX9qNkN8ymDKAgjQSE3mEAPNY58z,104.0,1,104.0
TMHxBJDMtaLwtwdaPoHZ6fnw7aSfvHQ6yF,104.0,1,104.0
TMhkS2WBPYgrUKJtGMktG84b7oMEXoP8g4,104.0,1,104.0
TTx1LsTbvDExz4nPwndn8BajCE9vqmDcAk,103.88,1,103.88
TTjuLzjUSgBMgysjuMaiAvKrnVcMFUn8Uw,103.845,1,103.845
TNNxkjSrWMz7YMJjyuhEFJNhahp3jHAPcK,103.8425,1,103.8425
TXKUNrH218r6c315vfDhruAKuRtpa3mcrL,103.8425,1,103.8425
TPTh1UPqpvcc4ppYKQzjxXPtKFAiJDXQKd,103.84,1,103.84
TFRPSYq5KVvAhFgTDLajizoNaHahcYEnAz,103.766427,1,103.766427
TJ7ye41Nr3Da2eTX6KkgAAan3rSBwJX2MH,103.76,1,103.76
TWo8PyXgi9hjXavf4v6bwoCUCs7B2iUzkP,103.65,1,103.65
TXBGR6juejvAuAeCm72vVs6oL2iiW4yDRD,103.6456,1,103.6456
TBUJYBQrDSmWXjvKkaeSgAUcAFRHa3Z8dp,103.6456,1,103.6456
TNamcFhAMCcSJQSpVqpX6armh7CsxTPtdn,103.6391,1,103.6391
TFAWXq5WqK6BdcbLaFMairACfV16eojFYZ,103.59596,1,103.59596
TJTdRdqH6Xg2JymfKvRNf3nMsS1hew5XLd,103.5101,1,103.5101
TXqHh6a7zZfPW6cmLE5YZbShV2NmgbEh3e,103.5,1,103.5
TWRNV58MhEE2QTeA6ZUNT3cSndVbPVsBNF,103.5,1,103.5
TTvXuwq2Jwo6iTD5cF4YqezKV3pYMDdCGF,103.5,1,103.5
THXkyXnWG9mTuYrYRNmLQCWbzRBZV7RegM,103.5,1,103.5
TBUHahuUGdtR2GUuT319HaqZHUCoYG6QbG,103.45,1,103.45
TWuN3o6cWYmesZBuGpFRf5QE5smiXKr5jc,103.45,1,103.45
TH2CdzmdxjkoBcY3a5fgQKB8X4BqNkYHBT,103.44471,1,103.44471
TT36Hw2Y4Jx1DtfAQkVHqv8Mb8R6GwFFYc,103.4,1,103.4
TNqhouiNWYB8LqgA4pZ836YkqjvZ8pfMVV,103.4,1,103.4
TUMra2HXBG9rgc9ra5ZQhngrnQPikJCCKA,103.381022,1,103.381022
TEmbLaJ6yd51NGP9jT6L8UKJ896JTuCeo9,103.369408,1,103.369408
TJXrgUDMjiu5iro321wLFwnGzZyFpsRoKo,103.35345,1,103.35345
TS4kBoRoCFRdmMjj6Sx6yBFnNbQAr5Lu7F,103.342,1,103.342
TTgrTkarLhDoKe4U813J9VCHTEDBQ6S5YP,103.254034,1,103.254034
TPRX8doXFwtE1s3xssQKdbRYotRuN7cS2t,103.254034,1,103.254034
TKv2uKjqkyXGTComyAFMbgjDcJ34Mwdmxx,103.16,1,103.16
TGcUunrrjyCELNPHDNUDn7r917TmBofFam,103.042062,1,103.042062
TBC6UcL7WnME2i1rmJBJHmtfDoFtBCrym2,103.020815,1,103.020815
TFumFFYc5uLxuHoi5YwCFTWJU6cx98M75H,103.020815,1,103.020815
TY3UXL5LReVdc3Qt8ngf6TbHUwR9Km9RPY,103.0,1,103.0
TJNPMFa7TsA6DQMJ73pSQ1HdsdZg4DYwCo,103.0,1,103.0
TWE18dw6ftNtDyWmJ35ciHJLMxQGYApEzY,103.0,1,103.0
TNUw81pbTfdgGDkFZ5oNxhnJJ6Gjqn9QAk,103.0,1,103.0
TFi8Vp5TkxwPYMzqvht1UfpWkuVvr4zvVG,103.0,1,103.0
TQqRH9RokQFgHRAGmMhUkK9NpwaGihrTQV,103.0,1,103.0
TTjnHGr78EAErDEfsAkShWc7dJC4UbY62e,103.0,1,103.0
TEC8ukSdQpDWcSqD8YaZUiH5czyG8AH7No,103.0,1,103.0
TTDkKjQyFHQ7ienasPgKFL9CqjxKgCQMiQ,103.0,2,51.5
TB1XNXQh3vAqox2mTmqZ34ob7gCKZq4JJR,103.0,1,103.0
TGXMEUUE9tpzVbdNsoSAF5w1PFqZAPetru,103.0,1,103.0
TBPd2DSRMy3eTbXmvrydYtqf38v5CjF5rg,103.0,1,103.0
TXizgBjmNrdctWT5CGr5LFAWdRy9iADMhz,103.0,1,103.0
TCKFxp6rUt6n8JXsuKA4kGienXBcszbLce,103.0,1,103.0
TPxPP8zAsR1nUCKbqtWFiWfnf4jH2f5ogE,103.0,1,103.0
TKou6riiiu2MocPmuahH8hL4NpXPS5zcax,103.0,1,103.0
TSgWzyUGscrX7HrWfK9KypWv1cpyc9mitG,103.0,1,103.0
TCoFxYZmDkiRvzRATq83QQD8pH7Tj1nvdG,103.0,1,103.0
TMC2PdB43FqkfN9WdSHHPTsFt4fakmLdHk,103.0,1,103.0
TYBM4Bs4KKVEwJTGgWRmJg4eab5Twriob8,103.0,1,103.0
TPyrxsXEgYgBb1vFBafNWdb1sTsbLPN92f,103.0,1,103.0
TAXHmEYaBPuq7qa282zhtxSKUnbwyF28eo,103.0,1,103.0
TK21RTvfMEpeu2T2nnwaNyJVgawu4GqThw,102.9999,1,102.9999
TFQQLsWz79X5xnxeFFUWgmByWgNBEbzhsc,102.9999,1,102.9999
TWagSgPQMAWTiu6PRbhMupBxnPYGCuXcEC,102.99,1,102.99
TKRR9Acstz5oUvJq9tTmNBoQehLhKYaEKU,102.98,1,102.98
TBRgW2tQWiqfJ4z265iKp94PYoRogJiU7p,102.944475,1,102.944475
TQFMewRDhDWMj4VvFs1vbxyDezvvzL9LMP,102.9244,1,102.9244
TRUZX3xUN7FQdx19sujtJvyhb6EKbzmhEu,102.921733,2,51.4608665
TGYe9CV15WVNRtGsUCm5ciMrchBZ1YwGQB,102.844,1,102.844
TPFAWCWQiyqzmp9nFe7cUZfD3nPVtymUsP,102.839307,1,102.839307
TRrZ1Grq5RGSQ35gsUmLwDEXC97yxPd67X,102.772551,1,102.772551
TRSf6zSrAVo17DEGeSqpXBennCxBZX9A6A,102.77,1,102.77
TXZuQgbUKSTt9WDJdnadBr7xMryPta9Jvk,102.748498,1,102.748498
TNBmVFDbJFbr1QKVdZAtogUeUwQHY2Z6dq,102.739896,1,102.739896
TWP68AdmQ8cTou1uh6GwGxc7M6AGWiNYLG,102.72,2,51.36
TBeCrnmL1zHj7XDi6LnsfqaVqJzYTC1Ytp,102.68,1,102.68
TKgCWFJKRaYjrvcwKrrwT1wVsQCeQLdyuf,102.67,1,102.67
TVueVUtcW5z7bwqoFEBSXHpNFdAy3XRP8a,102.66824,1,102.66824
TFrBoJTnEDp621qCmsfqPG446Y9evZsnfi,102.55846,1,102.55846
TRvcYn1ZK1hUeoHN4WdsoFuH9AedCPyYMy,102.55545,1,102.55545
TUQEM3YbE6DPC8xdsUeinzqwqwb5Ebwxen,102.52852,1,102.52852
TE1o1NQwLvHhrQ5Xevy2xvSXLZVmsFXAdF,102.52,6,17.086666666666666
TZCqmDrARJ7QUGgjDg6fAV2qDKKS9x3A55,102.5,1,102.5
TEWGWnvb2zbzcYUv4TKtsqhKpgbEj7eME4,102.5,1,102.5
TVELpvgAmQzibzmdEGp4GyFDKQyQvxL3BR,102.5,1,102.5
TEhyqx1LvXhjafHi7fHHnceDPoBXEAjwNv,102.4999,1,102.4999
TRk6KzpkjNifq5v7wVD24wfp8As1ccUrvb,102.465675,1,102.465675
TSzVzB7xqJf3pNFGiJN4Xxx6QcivBninuv,102.461,1,102.461
THpBxvKB2ZWjxcQYEZqgUynRTM6w4GjRB3,102.387399,1,102.387399
TSEusfHtdtBKTQK5vaHj7PvbwSFjhvvXUa,102.3304,1,102.3304
TP1i6C4En4fjUr7yHQNjSLxqSRoCaveJCM,102.3281,1,102.3281
TXL4hkdK6sTXk2KW7DsxuxJmPADJJJJJJJ,102.3,1,102.3
THp7HNB8Jh6w78t5U5TgEzyqH93GeJQEUX,102.249488,1,102.249488
TSZadDtT5QLbttSEbqxmMtEqsMuHe3Qcb4,102.240258,1,102.240258
TSR6Sd5fCGjCxgCYkiyC8Wt8uD2Jh692Cc,102.24,1,102.24
TPNNhUkZ2cbV8XC9wotK52zhasSPXe9VYP,102.2,1,102.2
TD1SWLu2CDuiFfzJ83Pg9fGhE52xQ3nYPS,102.196271,1,102.196271
TCw7fxQT6Q6pcU4dPsuxB5YPwhGBomZdM2,102.157179,1,102.157179
TGmhE9cxyhhKoxjCdF9mpWvSY8Yryu3Zyi,102.152592,1,102.152592
TC62Ruo4sbEmnWqMLm1unoQMGfDXCwDP8e,102.109464,1,102.109464
TCxc1MvbEhUrLCDV12cEspq5zzKsJf3THx,102.0731,1,102.0731
TD6xD2tnuiLSXFa8sybEGA3RwkQP7gQN75,102.0,1,102.0
TFJbofpxWCBUDk88rEd9D3VTbiykZRgVdg,102.0,1,102.0
TR9u6pdPMDyJ8uK2FMM5Mjb7NY9asinaEa,102.0,1,102.0
TNmNj9cnhTRiNUvEvJG4vUb9w9RUJwmfiz,102.0,1,102.0
TAqowwyhAVSXFj8Sqv67u2oVsUfMwixGWu,102.0,1,102.0
TCsJsgJZQAqFZJ61xegHdsPZN4WKxbDQPb,102.0,1,102.0
TRLTHyDEx6DHmetzyqwPs9PyzJCkgTxG5R,102.0,4,25.5
TGecEKiaDQ9VubyhPKh75BtWBRLxZKrCYw,102.0,1,102.0
TVcjdZkwP7yWdhRj5a3DDt3WjwmaDFRtAF,102.0,1,102.0
TVfb4RHTUdbBZ7jDwB4omH4LCUhkJ3KZMS,102.0,1,102.0
TSFP6cRN2u5nNHR2M59fY42qPPaUiFPeNa,102.0,1,102.0
