#,Account,Amount,Value,Percentage,Last Txn Time (UTC)
647,TNAfStqVaTak2mH81fbnuHVKTfy7bbcqRF,6277835.999825,6279103.61,0.0001,2024-09-21 12:27:21
648,TV7EdTZ3RqmVMuLUeU2r7S5gSVzEeTALqB,6277364.395370,6278631.91,0.0001,2024-09-20 15:43:15
649,TJgc7BxuVBcyXb43TLXnfJfNVmqJmkdyCf,6261322.515000,6262586.79,0.0001,2024-09-21 11:14:42
650,TWCjvDVii2GgWXjRj6cXAhFcCq2vAaCfsQ,6249952.458309,6251214.43,0.0001,2024-09-12 03:59:12
651,TQQzvGGqYV7PixqPxrxuACAHeJ1dryK324,6247043.913817,6248305.30,0.0001,2024-08-15 14:22:21
652,TLjty9ak8vWRRsZY6kJZjZ12hzWx8PsYfQ,6230158.096981,6231416.08,0.0001,2024-09-20 16:49:00
653,TSVTA6N4UZf4gDXM1GBsFt9iE8FDd9BygT,6219122.201105,6220377.95,0.0001,2024-08-13 16:11:45
654,TMvJtGV2t9ecct8kLBgaMtZQxaH2PVMYRi,6212807.367553,6214061.84,0.0001,2024-09-09 13:10:06
655,THiPsPD6Sn1bgYXUwQiLp7QAwzcA6J8qUg,6200103.006006,6201354.92,0.0001,2024-09-20 14:25:21
656,TJpZARapfEN8gWnh99Hr22ANp8rwfA4kPP,6200002.021000,6201253.91,0.0001,2024-07-30 13:26:21
657,TV5mPQfnuud1V9hcx1pfgS7kdGtm7TC1gk,6192300.154000,6193550.49,0.0001,2023-12-27 18:25:51
658,THdTnfgmUxt654qFGcPYDgFpVvZxDL3o5u,6183498.380105,6184746.94,0.0001,2024-09-21 12:14:00
659,THabzVqBV5jbdYKCp9L5GBQTZmfz4zaU63,6165576.113711,6166821.05,0.0000,2024-09-21 08:38:36
660,TXGfbUNr85LJQady1UYkjQCtWyvBddYp68,6158100.000000,6159343.43,0.0000,2024-05-18 19:21:06
661,TH9qDRyZBHNfTkq9VGf1zzqBERbe9tSBAn,6126598.434376,6127835.50,0.0000,2024-09-21 12:17:33
662,TS6uSYKDkS9BA9Wb8pKtScRtAuQ6ax3KSN,6115908.437670,6117143.35,0.0000,2024-03-21 15:28:42
663,TTd4GSCR2nGNPZwxjM5QgB69NKTgKFq321,6102260.265222,6103492.42,0.0000,2023-12-02 14:51:33
664,TWkPVY7PPr8z8SuddvJ3TLjwhktSavCKFA,6097226.850807,6098457.99,0.0000,2024-09-11 18:42:03
665,TJiyTQ62xLiHB68FWFfx5LUUu7ckaQce2P,6078528.752911,6079756.11,0.0000,2024-09-20 19:05:42
666,TNchiQrVJ5rR25n2iuWNWamCLeSehjuEg5,6074715.614054,6075942.21,0.0000,2024-09-17 16:48:15
667,TB9Z3oq1YSrGyTHYepm7Rc4pLEwkuEaDw9,6069046.771000,6070272.22,0.0000,2024-07-28 10:36:30
668,TEFEp7jrrHJse75zFNpeQibEXo7fa8wSfj,6066848.375562,6068073.38,0.0000,2024-08-29 06:31:51
669,TS3TSS9FnQpWx5eCq3xhr6Jyho7T332mqH,6048299.257255,6049520.51,0.0000,2024-09-19 19:48:12
670,TA1PHqa7LjTsbjCsg2n7p2jRsfHppFANJj,6034503.001000,6035721.47,0.0000,2024-08-16 03:11:45
671,TG2zmRLUpQNb4nTyiaNJAnTSyUyZZJ7m36,6033656.000000,6034874.30,0.0000,2024-05-31 11:23:12
672,TSGXdsUUXNbVDD9Dk7UPa4WGZBRCVNE3fS,6033137.219742,6034355.42,0.0000,2024-06-01 12:51:03
673,TZFEsPT5fZ1wzG6FmxG1iL7HEidQg5XYL7,6032997.987831,6034216.16,0.0000,2024-09-20 10:27:30
674,THiB5YXpg8w8jCiu5kWCSYEbeciDmH6woS,6031879.000000,6033096.94,0.0000,2023-09-25 23:09:03
675,TF1cdMgzk48xxBPk7Yq9cs6c4xAyj5j8mi,6018852.256004,6020067.57,0.0000,2024-07-31 16:04:27
676,TAf5vCsSgwoMMrbmnHGikSiY4F6hh2mUrS,6018746.003000,6019961.29,0.0000,2023-11-13 14:52:03
677,TCJbPEsr5JE1wPNABbw5y2Bcu5dchtZbBg,6018687.231304,6019902.51,0.0000,2024-05-23 03:36:33
678,TYUuFbvpjLWhUd1Wv9hagBiCLajfyduKm6,6015250.075127,6016464.66,0.0000,2023-08-15 15:42:06
679,THkaRrXWrZ1WC5HqsbiQEXsq4oZ4ioRAje,6010610.366879,6011824.01,0.0000,2024-09-20 08:32:57
680,TMjpYBLKjfAC1WGCmh7DDNnmeU8YRWDjSd,6010000.831251,6011214.36,0.0000,2024-09-17 14:15:54
681,TS9AG7wGE6o3JnJ7jcbH5JoxWQ7emsy765,6008587.977658,6009801.22,0.0000,2024-09-18 02:12:48
682,TTQ4FBYBb7KhvesbCdWcx2DFrEr2HDgCXH,6005000.000000,6006212.51,0.0000,2024-07-04 17:16:39
683,TLt3grRvrWBtgrRi3hiU1Rt9aoj6c915gv,6001000.002000,6002211.71,0.0000,2024-08-10 17:03:42
684,TVT2LQVkMwY85MN1Wniit8APygnES3Prhr,6001000.000000,6002211.71,0.0000,2024-08-27 23:25:36
685,TNwSXMRmkegHXjgor9wtV9HsZWAcsBKMri,6000246.786474,6001458.34,0.0000,2024-09-16 08:26:42
686,TQFyxybGsBcXhCNDimPe1ngPTEjKfDC4af,6000209.000000,6001420.55,0.0000,2024-01-04 19:24:18
687,TSKkaDxrhQr2cbydhySQo9XBKyUdpUbKVV,6000178.083644,6001389.62,0.0000,2024-09-20 09:26:15
688,TJg1yjcVQcajnXfR9dCXd6YFNjPzY6p3Kc,6000016.036425,6001227.54,0.0000,2024-08-30 11:50:24
689,TSV12ENnpKarxKDEoB7tYWuQQ6Qx6ZBAmC,6000013.000000,6001224.51,0.0000,2024-08-22 15:18:24
690,TFtKQWWeAmdjvdRoNiTCwaMRLqLKnFUNaP,6000011.000000,6001222.51,0.0000,2024-05-16 01:57:09
691,TAu717r3Nnju5WSjkbpG6SJCQEZZ6WkfR1,6000009.089413,6001220.60,0.0000,2024-09-18 12:57:51
692,TS12yLS8EqUtioRdqZTDW4yqcACmdwn6C3,6000008.758004,6001220.26,0.0000,2024-09-19 14:49:42
693,TT6niTMnfxCDru6QxHza3kahyRicZk9MYR,6000007.720003,6001219.23,0.0000,2024-09-16 14:38:27
694,TRg4hGp78VGe3KhijL476fSuCu5PNG4HrX,6000007.575634,6001219.08,0.0000,2024-09-20 14:54:45
695,TN6HV5wKCdKEkRq9kjQhDifHgdLTMJR7cV,6000004.208000,6001215.71,0.0000,2024-05-02 06:31:30
696,TDbiJwJtYnb9qrFXuVzsWgsEyPCxezja6o,6000004.153021,6001215.66,0.0000,2024-09-20 21:46:30
697,TLgKPnDkP5nQsf1teQ182JFa4GhC2cukiE,6000001.102010,6001212.61,0.0000,2024-01-21 05:20:39
698,TNfHPPCA8zmFjBYvd9qmWxRHYtASwyzjxg,6000000.999999,6001212.51,0.0000,2024-09-20 19:19:33
699,TF3dMj4keuQNEGDirAmwmNGjTVbqmBpZMb,6000000.625257,6001212.13,0.0000,2023-10-26 08:02:45
700,TMmKn7fjxEgs4jxPdL9qCQ5tWsizEbuDeX,6000000.604500,6001212.11,0.0000,2024-02-15 11:39:51
701,TNxMmWJAd3RPBMnPGPvFi3dgkvnwNrp68k,6000000.089910,6001211.60,0.0000,2023-02-01 00:44:51
702,TRjAFGhpYmBfSCxxGiCPgHp3bcXywhAoBk,6000000.070002,6001211.58,0.0000,2024-09-16 09:24:30
703,TRYKQNPpw3z2yucj34DMSi3FsV5xQoGBah,6000000.010000,6001211.52,0.0000,2024-07-07 11:44:15
704,TYLnd5wGF5tQnjFqFG3ovWg4nTCSZtrCFU,6000000.000000,6001211.51,0.0000,2023-10-26 16:15:21
705,TWmNYbG6NmMxDdj53tNXyC5xYDWVX8MpvT,6000000.000000,6001211.51,0.0000,2024-09-19 07:07:48
706,TVc5c78aJE7tLHVdK4vRwgLLphRTaJvHxx,6000000.000000,6001211.51,0.0000,2023-10-26 16:19:06
707,TQQ4idtEwigncLpReK7Mw2srmKKhJ6p7EC,6000000.000000,6001211.51,0.0000,2023-06-08 12:44:42
708,THyYtzLshjuA7bDcRV7jXcbXomWUBddt4J,6000000.000000,6001211.51,0.0000,2024-05-15 15:50:03
709,TFNZNn8oCg1apj2Ru6yZjdwq65d6HA1fyo,6000000.000000,6001211.51,0.0000,2024-08-26 14:54:42
710,TF9MN2seRxky8iL6WXRMboz7Tz4Bb2zjFP,6000000.000000,6001211.51,0.0000,2023-10-11 13:32:42
711,TDBUcQkYS9tniMABNn7FfYsHK6aXaAyo5V,6000000.000000,6001211.51,0.0000,2024-07-31 03:37:48
712,TUK2RKM88xyvB3VtTZGgCYqAek4jaYto8x,5999999.000000,6001210.50,0.0000,2024-05-16 03:00:48
713,TH5PEgwdjGhzARDcNvvDjzvJZePrkgX8mB,5999999.000000,6001210.50,0.0000,2024-05-16 05:35:18
714,TEEiPRaZmdHfxTaep29CUnuz9eTrmWjqMz,5999999.000000,6001210.50,0.0000,2024-05-15 18:20:21
715,TAHfM5GMuU2AaNLWTCpYctpxDSqH4pCtoW,5999999.000000,6001210.50,0.0000,2024-05-16 02:02:09
716,TPJS3JbRwz1AgiJc6EoPYY5V1kVoAHdQZ5,5999970.281010,6001181.78,0.0000,2024-09-20 17:05:15
717,TXfgEv9jewVViXvZeXakfyT7rRNR26qmx1,5999872.000000,6001083.48,0.0000,2024-09-20 18:18:57
718,TALg9Ht8WXvaA263HB8sXTnqYir8bbxFjr,5999008.542176,6000219.85,0.0000,2024-09-21 11:19:48
719,TFXPjX7hPnY7c2kMBN7S6Yex4ZqfMzgt1w,5994174.579774,5995384.91,0.0000,2024-09-19 09:12:51
720,TGu1Rj7Ld6xt487b6DTuya28caFKQsz8yp,5987856.602884,5989065.66,0.0000,2024-06-15 10:27:00
721,TM7UmHZLLMkPsgq8h1vHpBsVog7wdBs9VV,5985665.191609,5986873.80,0.0000,2024-09-21 08:44:39
722,TKRia1RF3sKDGpdbaDFmTEvuZJUmudyioY,5976167.153067,5977373.85,0.0000,2024-09-21 08:07:36
723,TSzgwcawpkFDXbFqHxiLgoT6bpEz2pYpMQ,5954997.323400,5956199.74,0.0000,2024-09-10 00:48:21
724,TB5wkA2Hp7ZvMboEx1uknhwknaTcuDsBhM,5953604.917344,5954807.05,0.0000,2023-05-07 10:37:09
725,TR8fkSgT1RS9nRByG8swhpEWm7D2ffvacf,5928444.783644,5929641.84,0.0000,2024-09-20 21:00:33
726,TP5iCDFYD8vJYGc21p3jPEwjkuiywYwPMw,5904754.162309,5905946.44,0.0000,2024-09-20 13:46:21
727,TVGWK9CWEZKwE3GrL9jDq2ebzFGZQAs9i6,5903450.000000,5904642.01,0.0000,2024-01-27 16:05:09
728,TFn1UpnoysBriLLgFrMydUVyw3sdM55zuc,5899060.782865,5900251.91,0.0000,2024-09-20 12:36:54
729,TKMMjGnJGMAtTT87cMCKgZBBUdCxkhmLfv,5899035.000000,5900226.12,0.0000,2024-09-03 14:37:24
730,TNszhGxxWomcZwFb6xtKMuWDc9ohv7WJHc,5886545.041847,5887733.64,0.0000,2024-08-21 10:26:27
731,TGYfuksKmAMufPfhS8vPR1N1T5zjadQvUo,5885446.747300,5886635.12,0.0000,2024-09-20 20:52:54
732,TCJBNsEgofMmTPU16YHVvF4dLBTAZLxhaH,5863730.114110,5864914.10,0.0000,2024-06-06 16:06:51
733,TWGWaQyyLabi4XXNkKtwkWLFYhYMdECWFh,5859205.130045,5860388.21,0.0000,2024-08-26 17:47:39
734,TGgoc8bGfmT7GFPz9QQ5AUfyKtm7uu3ZzT,5851633.748184,5852815.30,0.0000,2024-09-20 14:39:00
735,TNvWbPx4tpzFKqH4TSHr7HbY7JiBtgn2bc,5850000.001000,5851181.22,0.0000,2022-11-27 04:22:27
736,TFMx58kN6bXxxhkUzywLDoFxXCtDU6K3E6,5848648.555092,5849829.50,0.0000,2024-09-20 13:46:00
737,TFfALD4p6VexrBNysnTJHdqvZrRyF2RpyY,5848363.224197,5849544.11,0.0000,2024-09-14 18:16:36
738,TJeAgBoCJmoxXW8nqkmtqAetiRxyixVAiq,5842695.302048,5843875.04,0.0000,2024-09-21 12:26:15
739,TZAwCRqEJHHwbG6ryQTxvap4UMcXqdfGNL,5807864.313582,5809037.02,0.0000,2024-09-10 08:29:12
740,TWPVLzEMx578KQJtfqbLWWteFKrrQd31vy,5800545.561475,5801716.79,0.0000,2024-08-12 11:13:03
741,TSmdP3PFXMciWm8y7sLaK8swFbPWoKDK8m,5800017.646615,5801188.77,0.0000,2024-09-11 16:38:45
742,TXyomUswRqdQnZqkrJwah9BaSPpyczkgMF,5800004.101595,5801175.22,0.0000,2023-12-30 11:30:24
743,TM7wnGbtbfQZe9Rg1PyuXihEQ6FD2cdQWu,5800000.158349,5801171.28,0.0000,2024-09-11 02:14:36
744,TGrrDHBgvRwe4KtdhDeTD94evymjmDVmQc,5796890.829770,5798061.32,0.0000,2024-07-30 12:36:24
745,TTUBFtyZZ5uW8Bei2cyfRWc6M1h6m8zyuw,5777242.622500,5778409.15,0.0000,2024-07-12 13:38:00
746,TMuo169Qyup5Bes4FhAYuKwsaWiWqGKonE,5774344.627137,5775510.57,0.0000,2024-09-18 18:33:03
747,TA6yShoZEiX1jtGJFtq1QrvdFvUzscvrxB,5761422.314409,5762585.65,0.0000,2024-01-29 04:50:21
748,TYEyRUfpiNz7LM58XWaewnS1F7bBXoWFuG,5755165.046669,5756327.12,0.0000,2024-07-15 22:56:45
749,TLjAMRJa56TdwUMMVteSfEq84HwYtpURN1,5751100.641524,5752261.89,0.0000,2024-07-28 10:43:57
750,TPUzFbQs9V5veuzh3p32yJ4jc6HxjHi5Aw,5748039.832000,5749200.46,0.0000,2024-09-20 11:40:06
751,TKicTYzzAHvBy3QxVBr1BFJxPRZndJxHFi,5741447.853801,5742607.15,0.0000,2024-07-10 16:11:18
752,TKuZB1GWMADzBGLKzCotUajjKhkRyXjsFu,5740788.000000,5741947.17,0.0000,2024-06-25 14:51:45
753,TSeHD6JXtd36RWLx9SfFhoJe9T3WXjjkVU,5740561.000000,5741720.12,0.0000,2024-02-24 21:34:06
754,TJpgURmJC1fmhZ8BzRfQqH768Munak8EKj,5722885.480388,5724041.03,0.0000,2024-09-11 07:17:39
755,TMJvrHKfsZvUWDgXgsmUNxAVDtHu5hwPEX,5703596.795112,5704748.45,0.0000,2024-09-20 15:25:48
756,TU6VdVR7EFjMHZBWaC634r3BboiRWNtFnM,5700000.000000,5701150.93,0.0000,2024-09-20 12:19:03
757,TVVQs4Uie7J245sKrX4yzTcJhnVGqprtLW,5696402.121005,5697552.32,0.0000,2024-09-11 16:09:54
758,TLEihQVyfgMWBmgyttXwXC6HwoYtgg1w5X,5695901.455970,5697051.56,0.0000,2024-09-20 16:02:12
759,TQzSjQwTujA7EghfMavxaZj8zsNfgVKytp,5694207.316457,5695357.08,0.0000,2024-09-19 05:33:03
760,TEGzhbGHZqPA9tCwb9MNN2An16cGDPJinb,5688157.708374,5689306.25,0.0000,2024-06-17 09:35:33
761,TTnLdRihxmfE1Htz84yaEjPBj9kcjfM5Xc,5671513.420689,5672658.60,0.0000,2024-09-21 12:24:18
762,TXsvdS8nkTsN3PB3Wy6socebTDhV9Hn13e,5664961.603250,5666105.46,0.0000,2023-11-13 07:41:33
763,TV9KhA8wtYh6RQW65MwqpEoSxCxjSNZzz1,5661049.955954,5662193.02,0.0000,2024-09-19 09:07:39
764,TSTNMVEr9zDvLUJnYTSf136uNkmT2EUBQo,5658608.321864,5659750.89,0.0000,2024-09-20 11:39:27
765,TZ4jvu5PUgs7jipMah1yfAzNNvnK6cBFZU,5650187.964026,5651328.84,0.0000,2024-09-21 11:10:00
766,TEYFkDqANVgjN4cYUqTXcEEbodyqsgGggv,5650000.016881,5651140.85,0.0000,2024-08-21 10:22:27
767,TSZ4jkotiMdigT122RdpjM2e6vAo6zQWay,5649758.099280,5650898.88,0.0000,2024-09-16 15:20:09
768,TQJpdhUBSTRahD1JH8ofTod89DHdrYRQvG,5645269.007752,5646408.89,0.0000,2024-09-20 14:03:12
769,TMGbYJDnArNgB2cZMeVHXdDkYKSapKzE27,5644039.483225,5645179.11,0.0000,2023-07-17 12:16:18
770,TU1UMXdszE1ZpCgU2gnb4jy8ZbhueqfEtD,5638255.555973,5639394.02,0.0000,2024-09-13 08:51:24
771,TE5DXR6FZWcJNQyy6DpNyVHyyNdYcRvwst,5609201.904990,5610334.50,0.0000,2024-09-20 11:33:09
772,TWRCEszh9LmxnHmUCjjc62jf9z7aq5PJto,5591207.133001,5592336.10,0.0000,2024-09-13 12:31:33
773,TXAeDjH4zufZHVjkhr8XWZDZXfMNENZKbU,5579570.254671,5580696.87,0.0000,2024-09-14 01:42:21
774,TDsGhrx9hkhPrvJw7jdcU8CPmW2xKrUvyX,5566125.004000,5567248.90,0.0000,2023-06-19 10:16:12
775,TNUYa8XMYornpmiSgUon894xjFFgYV5iFw,5564583.436335,5565707.02,0.0000,2024-07-06 17:12:51
776,TNTgAUm7u2fauKz9RKN9TbfCEu5nWceg91,5559050.810469,5560173.28,0.0000,2024-09-20 13:26:27
777,TQLcbE3dvf6vRFsvgVawdV62a81CJJ5JWX,5559000.902962,5560123.36,0.0000,2024-09-21 06:47:33
778,TSc189AkuKN5CDo7KTykMnTzyeQ7NEToJe,5557817.043216,5558939.26,0.0000,2024-09-21 03:41:27
779,THPrtqZNj8yXBPahKWfkyrXDZbMdPhhknr,5554556.617364,5555678.18,0.0000,2024-09-20 19:09:03
780,TAvXshDGADDqotRQfSWmGjwg1rzpKdKCVN,5550002.520302,5551123.16,0.0000,2024-08-12 08:08:09
781,TGDB2o2Fz6hxm8ZjcQmgvciiJvScQKis6R,5546586.000000,5547705.95,0.0000,2024-07-07 22:34:33
782,TWz8QUDw1CShZGkgo1Lr6GXC6sCMgTzdN5,5538077.000000,5539195.23,0.0000,2024-06-13 18:37:00
783,TXUucCoRSobmDjiS37dRbEMLS3uPHg2w9U,5528305.156126,5529421.42,0.0000,2024-09-21 09:14:48
784,TBes5vgzJhMMgCw2uoPc6z4GhjnwQ1p44N,5527202.601751,5528318.64,0.0000,2024-07-10 08:14:39
785,TNzrrW8ETfdawWc3wi1q9CSt6XGsLaBc9f,5518393.303963,5519507.56,0.0000,2024-09-20 17:05:18
786,TBDYtqSLvGotY11Miz8TmbcvPfgx4UYWWb,5511490.348539,5512603.21,0.0000,2024-09-21 10:36:33
787,TYPrQe3P1WQxniRGdgR6YTQjnye6qLkJZa,5509475.340602,5510587.80,0.0000,2024-09-20 11:12:36
788,TNwPbLjaUTuqSkkJyFjYLMLudDw8EvY8Ge,5502610.949192,5503722.02,0.0000,2024-09-10 10:55:33
789,TEx3HvWRS14yNQoEpHk3shdysnfirbT8w8,5500004.145759,5501114.69,0.0000,2024-09-20 09:59:42
790,TPSuZN8Scmd3DYTn29fKgpXbA5kBzZnuGQ,5499935.500001,5501046.03,0.0000,2024-08-18 22:50:09
791,TVxf4y5EeQnMnREMXR3jj1dwFGFv6GdQpb,5496804.842506,5497914.74,0.0000,2024-09-12 14:25:09
792,TAQDUrWe2oitLTgYyaRY811imbd7pzRkc9,5488952.391493,5490060.71,0.0000,2024-09-19 09:31:51
793,TY2BQT4P7jtfZ2shjT7VQh6Ya9okKeyAnx,5488911.037821,5490019.34,0.0000,2023-09-09 18:39:33
794,TQH97Ua1uExsWSNmcXh5BFUtopYcLCYvzG,5483998.000000,5485105.31,0.0000,2024-05-13 11:42:18
795,TFSAM1zFbPxywToU8h7ETbGR6mUXeqFcoZ,5477710.630000,5478816.68,0.0000,2024-09-20 15:00:00
796,TAB1VaaDEj9NQrj9LBv3ugXg8thirg1ySe,5467346.343149,5468450.30,0.0000,2024-09-21 05:44:09
797,TShfP4DPeDa5JV4NMef5STih4RWRnsmTxJ,5465457.814967,5466561.39,0.0000,2024-09-21 12:23:09
798,TWaXDLahPhKqyutMzjEP1hBqJxeu8gYfyj,5454445.461396,5455546.81,0.0000,2024-05-08 05:12:39
799,THdYnazM4P6DuWTdtW5BNcMAV75tSim5CZ,5451446.295534,5452547.04,0.0000,2024-09-21 10:11:45
800,TWyXkbYBaaGUUoxT9RLPU4vHfa9vQr5eSU,5449264.260799,5450364.56,0.0000,2024-08-28 11:39:57
801,TQheL4o4iBLyhPyK92X7sQYCGZAcCuEayN,5436834.287572,5437932.08,0.0000,2024-09-21 11:18:51
802,TCtwPWXfMFfJuP66YCi7ayaVEBUxWSvUmp,5435780.887335,5436878.47,0.0000,2024-09-20 04:23:30
803,TJEVVorH3pJmhTHD5vCJdw6HUsp4s3nT2T,5423480.980692,5424576.08,0.0000,2024-05-10 01:56:18
804,TRPvsCgqR11UcmAM8oEtitGiuQLoQjqhKu,5405517.021061,5406608.49,0.0000,2024-09-21 08:05:42
805,TAipe3nHjBQiUvC3RYUisozwQo3XfMmJjQ,5401930.752908,5403021.50,0.0000,2024-06-06 17:53:45
806,TMuqtnBxUpsXF7S7rRo91GaLcXhnEn7aU8,5400001.116873,5401091.47,0.0000,2024-07-09 08:43:18
807,TZ4GreXLizzue1jR2w9iSZGs37vHvzbaRY,5398890.102269,5399980.23,0.0000,2024-08-20 17:33:24
808,TQQNgeqT2yHB7jhFa1nMzaiei5cphvePEM,5397800.158158,5398890.07,0.0000,2024-07-25 07:29:06
809,TVo6qHwXuwbt7pJJJutWZ8MnUSqqkh4PjZ,5396136.501065,5397226.08,0.0000,2023-07-17 10:43:45
810,TMnUeTTy63w7wpymBLVMHWvbdo2iHYTv7Z,5390562.320448,5391650.77,0.0000,2024-09-21 11:41:27
811,TAhWLxANNGpABQ4HRXZv4goNQ7usHwY7sY,5386807.805478,5387895.50,0.0000,2024-09-16 01:49:36
812,TYXzdXQw1xtxGaCaF114QqeStQk1F68fEf,5383866.784970,5384953.88,0.0000,2024-09-18 08:36:24
813,TEUVNJpRFeWf7AaBbzGUFrYt3DCpH69V9t,5379115.157023,5380201.29,0.0000,2024-09-20 14:42:48
814,TBZ4ck2TskTB6Ja2oUB8wtHSff8hizq6V6,5373895.410001,5374980.49,0.0000,2024-09-20 11:34:45
815,TCtpyj8if6rrStgJ8V9cvD51nSUBmWHmcf,5370009.307071,5371093.61,0.0000,2024-09-21 10:19:36
816,TDam9r8gBTj1HWwEm1wuJ6VEKso9SzpY55,5358115.922005,5359197.82,0.0000,2024-08-26 04:30:54
817,TRmj6rXkxRnyzKo6vsG1xLTHatzCWZJiSq,5349998.000000,5351078.26,0.0000,2024-09-12 07:04:33
818,TE1EUofHLpckRnPrhPD9P7ogyz34BZwL7c,5339969.242211,5341047.48,0.0000,2024-09-21 12:10:24
819,TBD3fzohuqtRfFcxs8tiTuMt7NXa5wwJ3j,5334577.807783,5335654.95,0.0000,2024-09-18 13:04:51
820,TMeyqoCVdtJfB7Bh6iyhqXyHoQb3wR5Wjn,5333044.008214,5334120.84,0.0000,2024-08-26 20:17:45
821,TXrLor9WkCZXHFibALCwkfy4aamvzM5JQa,5328754.535583,5329830.50,0.0000,2024-09-21 00:46:54
822,TDKxibXXYKzwhGawQguBKYdUbaeaKSTMJp,5327399.000000,5328474.69,0.0000,2024-09-08 18:20:54
823,TYE6JkthduSpRTmyBxcDk277YrAnhizQXG,5324101.733645,5325176.76,0.0000,2023-06-16 14:07:24
824,TJoE2qtgz8APe6ny4KB4jfYpHZiDBkaT3L,5322185.467553,5323260.11,0.0000,2024-09-21 06:28:21
825,TAEd5KWG16J18f958MWtUcFihwXk2P8kZ8,5314403.194013,5315476.26,0.0000,2024-09-21 10:03:18
826,TB5umdvBU4EEiEKqiHm2RxzHovLwBTwdDC,5313810.497670,5314883.45,0.0000,2024-09-16 13:35:09
827,TEa9koWs3X963TdrYe3ewq1UhBbuwqU25x,5309424.587101,5310496.65,0.0000,2024-09-05 10:38:42
828,TYenFrc9JLzbiyx67QdM8UVzCJk3xKemk8,5309319.766483,5310391.81,0.0000,2024-06-30 15:37:00
829,TPvSuWtswhcYH7AtBwsrQwz6gvv8Y8Vasm,5308483.611143,5309555.49,0.0000,2024-09-18 13:04:45
830,TJqynTxNg1uUnNJdiGyutCrEWsv8tJbezj,5300300.000000,5301370.22,0.0000,2024-08-09 12:39:21
831,TQcPkjEp1ZPK8xq5WCwWqz3MSmie2fJQ1K,5300003.396039,5301073.56,0.0000,2024-06-16 11:07:54
832,TFNKu23B8phtTB3kY1GFZUSqXaJMginNpv,5300000.000000,5301070.16,0.0000,2024-09-02 16:15:36
833,TShS8jwiQ7r9V7Nq65hNLcJCXuihkFnAFy,5299205.000000,5300275.00,0.0000,2023-08-25 06:04:24
834,TPmvZCa6NnQ5yjNmbnm8DkwLVZcCgxL2Rs,5296214.619004,5297284.02,0.0000,2023-10-17 09:22:54
835,TGFdAy13jNkTKJFy7673HJw81LZ5QCy1Da,5292054.000000,5293122.56,0.0000,2024-07-22 12:56:06
836,TKdZg2N7E6VujCUHz51DCzJxF7hPyUv5gD,5284973.519700,5286040.65,0.0000,2024-09-01 05:37:24
837,TBKvuuuvUSmt2C9hdJidybRS7bJDbejTnR,5265349.617936,5266412.78,0.0000,2024-09-20 08:23:48
838,TMVPA3iHUTg8SU5LTFYencMYw8Jtcr9C9C,5264577.161252,5265640.17,0.0000,2024-09-15 15:37:12
839,TWrAb86g9e3y2rfwnDQamcCkpwHESwKk75,5256538.553907,5257599.94,0.0000,2024-09-06 07:27:33
840,TGYpERc7wRqtCJtZA1e9MuPsYPhequ8jsG,5255789.043504,5256850.28,0.0000,2024-08-28 08:10:15
841,TCK6rM4yu2RvM88y1DHVwjZkSA6kmXBb7j,5253804.493710,5254865.33,0.0000,2024-09-20 21:52:57
842,TTK4E2A4psariMQBBBKMzM8jccphZMA7UC,5240508.701843,5241566.85,0.0000,2024-08-26 05:49:30
843,TN3D1GYQJQ8kNhXJaD4kC1SoUHipEyfiF6,5223915.050000,5224969.85,0.0000,2024-09-07 10:07:33
844,TF4uJu5CZ58YDNH8LFd6F4BH57x8EynJth,5219523.029554,5220576.94,0.0000,2024-07-12 12:12:48
845,THBxseHnGTP1U7PtUGpa7MzJKKGXofwDSW,5219355.477776,5220409.36,0.0000,2024-04-16 07:49:24
846,TQEYVtsPX9FXnKK75vZ3zJY5eAEeQFYzMZ,5206671.759505,5207723.08,0.0000,2024-09-21 12:19:33
847,TMi5uHemf5z1po9duEYCYXhhajyKdW6SXd,5200200.000000,5201250.01,0.0000,2024-09-07 09:48:57
848,TF7fvXKqCGyr1z4LYBbd6RNBZ3V36iAYQV,5200000.000000,5201049.97,0.0000,2024-09-12 18:46:27
849,TG5aAAaCL9ZGxk3XqxYmSf7mBKkE3ZcTPb,5197558.810402,5198608.29,0.0000,2024-09-19 15:05:30
850,TGbDbDHfQpJEqJjcHVo6vQtvFZdEpYR4NJ,5195105.573606,5196154.56,0.0000,2024-03-14 10:15:45
851,TFvVT8fwiwknmdXSiJMXP7YenJ9GKQeVQ9,5187958.258208,5189005.80,0.0000,2023-09-29 00:26:27
852,TLk84R9C4hKv3oDM621EZtp75RWXxzv9SZ,5185635.400426,5186682.47,0.0000,2024-09-20 06:31:03
853,TLcCmwz5PaKuCdSc1rPgeCPEti95NDjZnR,5181764.647715,5182810.94,0.0000,2024-09-01 10:35:42
854,TWdKx7gHdBNYMSMQCnKfBmJnQeGczSgi16,5177305.802475,5178351.19,0.0000,2024-06-28 20:50:03
855,TRJzAjsAHgXH7mzWixkZgoTHM5o74s6jTc,5174644.000000,5175688.85,0.0000,2024-09-03 08:38:18
856,TY6ST8xWkWQwnH5TPfrEnE8P3XuPWMmiu5,5172852.099145,5173896.59,0.0000,2024-09-21 11:06:09
